sentence_id,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1001_t0095_s011,S,,1,0
1001_t0095_s012,S,,1,0
1001_t0095_s013,S,,1,0
1001_t0096_s001,YNQ; Q-RHET,,2,0
1001_t0097_s001,S,,1,0
1001_t0098_s001,Q-RHET,CB,1,1
1001_t0098_s002,S; ANS,IT; IP,2,2
1001_t0098_s003,S,,1,0
1001_t0098_s004,S; S-Inform,,2,0
1001_t0098_s005,S,,1,0
1001_t0098_s006,S,IT,1,1
1001_t0098_s007,S,,1,0
1001_t0098_s008,TT; MS,,2,0
1001_t0098_s009,S,IT; IP,1,2
1001_t0098_s010,S,AE; IP,1,2
1001_t0098_s011,S,CB,1,1
1001_t0098_s012,S,IT; IP,1,2
1001_t0099_s001,TG,,1,0
1001_t0100_s001,S; TT; HS,REB,3,1
1001_t0100_s002,S; CH,ATTR; REB,2,2
1001_t0100_s003,S-Inform; HS,REB; SE,2,2
1001_t0100_s004,S; CH,REB,2,1
1001_t0100_s005,S,AF; IP,1,2
1001_t0100_s006,S-Inform,AF,1,1
1001_t0100_s007,S,,1,0
1001_t0100_s008,S; CH,ATTR; REB; SE,2,3
1001_t0100_s009,S; CH,ATTR; REB; SE,2,3
1001_t0100_s010,S; IAFA-OF; CH,IP; REB,3,2
1001_t0100_s011,S,IP; REB,1,2
1001_t0100_s012,S,,1,0
1001_t0100_s013,S,IP,1,1
1001_t0100_s014,S,IP,1,1
1001_t0100_s015,S,IP,1,1
1001_t0100_s016,S,UF; IP,1,2
1001_t0101_s001,TG,,1,0
1001_t0102_s001,TT,,1,0
1001_t0102_s002,S,,1,0
1001_t0102_s003,S; HS,,2,0
1001_t0102_s004,S-Inform; HS,,2,0
1001_t0102_s005,YNQ; OQ,,2,0
1001_t0103_s001,S; IAFA,IP,2,1
1001_t0103_s002,IAFA,,1,0
1001_t0103_s003,EXPL,AF,1,1
1001_t0103_s004,S; ANS,IP,2,1
1001_t0103_s005,S,,1,0
1001_t0103_s006,S; CORR,,2,0
1001_t0103_s007,S,,1,0
1001_t0103_s008,YNQ,,1,0
1001_t0103_s009,S-Inform; HS,IP,2,1
1001_t0103_s010,S,,1,0
1001_t0103_s011,S,IP,1,1
1001_t0103_s012,S,IP,1,1
1001_t0103_s013,S; DIS,IP; REB,2,2
1001_t0103_s014,S; EXPL,IP,2,1
1001_t0103_s015,S,,1,0
1001_t0103_s016,S,AF,1,1
1001_t0103_s017,S; INT,,2,0
1001_t0103_s018,S,IP; ATTR,1,2
1001_t0103_s019,S,IT; ATTR,1,2
1001_t0103_s020,S,,1,0
1001_t0103_s021,S,AF; IP; CB,1,3
1001_t0103_s022,IAFA,,1,0
1001_t0103_s023,S,CB,1,1
1001_t0103_s024,S,PB; CB,1,2
1001_t0103_s025,S,IP,1,1
1001_t0104_s001,TG,,1,0
1001_t0105_s001,S; CH,ATTR; REB,2,2
1001_t0105_s002,S; AGR,REB,2,1
1001_t0105_s003,S; REJ,REB; CB,2,2
1001_t0105_s004,S,IP,1,1
1001_t0105_s005,S,,1,0
1001_t0105_s006,S,,1,0
1001_t0105_s007,S,,1,0
1001_t0105_s008,S,APAT,1,1
1001_t0105_s009,S,,1,0
1001_t0105_s010,S,IT,1,1
1001_t0105_s011,S,,1,0
1001_t0105_s012,S,,1,0
1001_t0105_s013,S,PB; REB,1,2
1001_t0105_s014,S,UF; IP,1,2
1001_t0105_s015,S,UF; DF,1,2
1001_t0105_s016,S,AF; ATTR,1,2
1001_t0105_s017,S,PB; IP,1,2
1001_t0106_s001,TG,,1,0
1001_t0107_s001,ANS,,1,0
1001_t0107_s002,S; CH,ATTR; REB,2,2
1001_t0107_s003,Q-W; SEEP,BQ,2,1
1001_t0108_s001,REJ; ANS,REB,2,1
1001_t0108_s002,S-Inform; EXPL,IT; IP,2,2
1001_t0108_s003,S,IP; SE,1,2
1001_t0108_s004,S,IP,1,1
1001_t0108_s005,S-Inform,REB; SE,1,2
1001_t0108_s006,S,IP,1,1
1001_t0108_s007,S; TT,,2,0
1001_t0108_s008,S,,1,0
1001_t0108_s009,S; CH,ATTR; REB,2,2
1001_t0108_s010,S,,1,0
1001_t0108_s011,S; CH,ATTR; REB,2,2
1001_t0108_s012,S; CH,AF; ATTR; REB,2,3
1001_t0108_s013,S; CH,ATTR; REB,2,2
1001_t0108_s014,S-Inform; HS,AF; SE,2,2
1001_t0108_s015,S-Inform,AF; SE,1,2
1001_t0108_s016,S,AF,1,1
1001_t0108_s017,S,,1,0
1001_t0108_s018,S,,1,0
1001_t0108_s019,S,ATTR; REB,1,2
1001_t0108_s020,S; CH,PER; IP; REB,2,3
1001_t0108_s021,S,IP,1,1
1001_t0108_s022,S-Inform,AF,1,1
1001_t0108_s023,S-Inform,,1,0
1001_t0108_s024,S,UF,1,1
1001_t0108_s025,S; CH,IP; REB,2,2
1001_t0108_s026,S,REB,1,1
1001_t0108_s027,S,IP,1,1
1001_t0108_s028,S,REB,1,1
1001_t0109_s001,ACK,,1,0
1001_t0109_s002,ACK,,1,0
1001_t0110_s001,S; IAFA-OF,IP,2,1
1001_t0110_s002,Q-W,BQ; REB; CB,1,3
1001_t0110_s003,S,,1,0
1001_t0110_s004,S; CH,ATTR; REB,2,2
1001_t0110_s005,S,AP; IT,1,2
1001_t0110_s006,S-Inform,IT; SE,1,2
1001_t0110_s007,S-Inform; CH,PB; ATTR; REB; SE,2,4
1001_t0111_s001,S,REB,1,1
1001_t0111_s002,Q-W; CH,BQ; AEX; REB,2,3
1001_t0111_s003,S,IP,1,1
1001_t0111_s004,S,IT,1,1
1001_t0111_s005,S,IT; IP,1,2
1001_t0112_s001,S,,1,0
1001_t0113_s001,S; GR,,2,0
1001_t0113_s002,TT,,1,0
1001_t0113_s003,S-Inform,AE,1,1
1001_t0113_s004,Q-W; OQ,AE; CB,2,2
1001_t0113_s005,Q-W; OQ,,2,0
1001_t0114_s001,S,AE,1,1
1001_t0114_s002,S,AE,1,1
1001_t0114_s003,S,AE,1,1
1001_t0114_s004,S,AF; IP,1,2
1001_t0114_s005,S; EXPL,AF,2,1
1001_t0114_s006,S; HS,,2,0
1001_t0114_s007,S,,1,0
1001_t0114_s008,S-Inform; HS,ATTR; SE,2,2
1001_t0114_s009,S; CH; HS,PER; ATTR; REB,3,3
1001_t0114_s010,S; EXPL,AF; IP,2,2
1001_t0114_s011,S,IP,1,1
1001_t0114_s012,S,IP,1,1
1001_t0114_s013,S,IP,1,1
1001_t0114_s014,S,AF; IP,1,2
1001_t0114_s015,S,IP,1,1
1001_t0114_s016,S,ATTR,1,1
1001_t0114_s017,S,PER; ATTR,1,2
1001_t0115_s001,TG,,1,0
1001_t0115_s002,TG,,1,0
1001_t0116_s001,S; INT,IT,2,1
1001_t0116_s002,S,IT,1,1
1001_t0116_s003,S; AGR,,2,0
1001_t0116_s004,S,IT,1,1
1001_t0116_s005,S; S-Inform,AF; IT,2,2
1001_t0116_s006,S; CH,ATTR; REB,2,2
1001_t0117_s001,REJ; CH,REB,2,1
1001_t0117_s002,REJ; CH,REB,2,1
1001_t0118_s001,S-Inform,SE,1,1
1001_t0119_s001,REJ; CH,REB,2,1
1001_t0120_s001,S,IP,1,1
1001_t0120_s002,S,,1,0
1001_t0120_s003,S,IP,1,1
1001_t0120_s004,S,,1,0
1001_t0120_s005,S,DF,1,1
1001_t0120_s006,S; TT,,2,0
1001_t0121_s001,S; IAFA,IT,2,1
1001_t0122_s001,TG,,1,0
1001_t0122_s002,TG,,1,0
1001_t0123_s001,S,,1,0
1001_t0123_s002,S,,1,0
1001_t0123_s003,S; CH,ATTR; REB,2,2
1001_t0123_s004,S-Inform,,1,0
1001_t0123_s005,S; HS,,2,0
1001_t0123_s006,YNQ,BQ; REB,1,2
1001_t0123_s007,Q-W,BQ; REB; CB,1,3
1001_t0124_s001,S,DF,1,1
1001_t0124_s002,S,DF,1,1
1001_t0124_s003,YNQ; Q-RHET,DF,2,1
1001_t0124_s004,YNQ; Q-RHET,DF,2,1
1001_t0124_s005,YNQ; Q-RHET,IT; REB; CB,2,3
1001_t0124_s006,Q-W,DF,1,1
1001_t0124_s007,YNQ; Q-RHET,DF,2,1
1001_t0124_s008,IAFA,,1,0
1001_t0124_s009,YNQ; Q-RHET,DF,2,1
1001_t0124_s010,Q-W; S,IT; CB,2,2
1001_t0125_s001,S,IT,1,1
1001_t0125_s002,S,IT,1,1
1001_t0125_s003,S; IAFA,IP,2,1
1001_t0125_s004,S; CH; TT,PER; ATTR; REB,3,3
1001_t0125_s005,S; MS,DF,2,1
1001_t0125_s006,S; IAFA-OF,DF; IT,2,2
1001_t0126_s001,TT,,1,0
1001_t0126_s002,S,,1,0
1001_t0127_s001,APO,,1,0
1001_t0127_s002,S,,1,0
1001_t0128_s001,S,,1,0
1001_t0128_s002,IAFA; TT,,2,0
1001_t0129_s001,S; CORR,,2,0
1001_t0129_s002,IAFA; TG,,2,0
1001_t0129_s003,APO,,1,0
1001_t0130_s001,TT,,1,0
1001_t0131_s001,S,,1,0
1001_t0132_s001,S,IP,1,1
1001_t0132_s002,Q-W; R-REQ,,2,0
1001_t0133_s001,S; HS,,2,0
1001_t0133_s002,S,,1,0
1001_t0134_s001,S,,1,0
1001_t0135_s001,IAFA-OF,,1,0
1001_t0136_s001,IAFA-OF; TG,,2,0
1001_t0137_s001,S,,1,0
1001_t0137_s002,S; IAFA-OF,IP,2,1
1001_t0137_s003,S-Inform,,1,0
1001_t0137_s004,S,ATTR,1,1
1001_t0137_s005,S,PER; ATTR; REB,1,3
1001_t0137_s006,S,REB,1,1
1001_t0137_s007,S,ATTR; REB,1,2
1001_t0137_s008,S,ATTR; REB; SE,1,3
1001_t0137_s009,S,ATTR; REB; SE,1,3
1001_t0137_s010,S,AE; IP; CB,1,3
1001_t0137_s011,S,,1,0
1001_t0137_s012,S,AF; CB,1,2
1001_t0137_s013,S,AF,1,1
1001_t0137_s014,S,,1,0
1001_t0137_s015,S; CH,ATTR; REB,2,2
1001_t0138_s001,S,,1,0
1001_t0138_s002,S,,1,0
1001_t0139_s001,S,,1,0
1001_t0139_s002,S; S-Inform,,2,0
1001_t0139_s003,Q-W; OQ,,2,0
1001_t0140_s001,S,,1,0
1001_t0140_s002,S; IAFA,IP,2,1
1001_t0140_s003,S,PB; IP,1,2
1001_t0140_s004,S,AP; IP,1,2
1001_t0140_s005,S,IP,1,1
1001_t0140_s006,S,,1,0
1001_t0140_s007,S; IAFA,,2,0
1001_t0140_s008,S,,1,0
1001_t0140_s009,S,,1,0
1001_t0140_s010,S,,1,0
1001_t0140_s011,IAFA,REB; CB,1,2
1001_t0140_s012,S,REB,1,1
1001_t0140_s013,S,,1,0
1001_t0140_s014,Q-W,,1,0
1001_t0140_s015,S-Inform; CH; HS,REB,3,1
1001_t0140_s016,S,IP,1,1
1001_t0141_s001,S,PER; AEX; REB,1,3
1001_t0141_s002,S,IP; REB,1,2
1001_t0142_s001,S,DF,1,1
1001_t0143_s001,YNQ,REB; CB,1,2
1001_t0144_s001,S; INT,DF,2,1
1001_t0145_s001,S,IP,1,1
1001_t0145_s002,S; IAFA,ATTR,2,1
1001_t0145_s003,S,,1,0
1001_t0145_s004,S,,1,0
1001_t0145_s005,S,PER; IP,1,2
1001_t0145_s006,S,AF; PER; IP,1,3
1001_t0146_s001,S,,1,0
1001_t0146_s002,S,,1,0
1001_t0147_s001,S,,1,0
1001_t0148_s001,ANS,,1,0
1001_t0149_s001,S-Inform,,1,0
1001_t0149_s002,Q-W; TG,,2,0
1001_t0150_s001,S; TT,IT; IP,2,2
1001_t0150_s002,S,IT,1,1
1001_t0150_s003,S,IT,1,1
1001_t0150_s004,S,IT,1,1
1001_t0150_s005,S,IT; IP,1,2
1001_t0150_s006,S,IT,1,1
1001_t0150_s007,S,IT,1,1
1001_t0150_s008,S; EXPL,IT; IP,2,2
1001_t0150_s009,S,IP,1,1
1001_t0150_s010,S,,1,0
1001_t0150_s011,S,,1,0
1001_t0150_s012,S,IP,1,1
1001_t0150_s013,S,,1,0
1001_t0150_s014,S,,1,0
1001_t0150_s015,S,AP; IP,1,2
1001_t0150_s016,S,IP,1,1
1001_t0150_s017,S; HS,,2,0
1001_t0150_s018,S; S-Inform,IP; CB,2,2
1001_t0150_s019,S,IP,1,1
1001_t0150_s020,S,IP,1,1
1001_t0150_s021,S; CH,PER; IP; REB,2,3
1001_t0151_s001,TG,,1,0
1001_t0151_s002,TG,,1,0
1001_t0152_s001,S; DIS,IP; REB,2,2
1001_t0152_s002,S; DIS,IP; REB,2,2
1001_t0152_s003,S,,1,0
1001_t0153_s001,S,IP,1,1
1001_t0153_s002,S,,1,0
1001_t0153_s003,S,,1,0
1001_t0153_s004,S; MS,,2,0
1001_t0153_s005,Q-W; CH,PER; REB,2,2
1001_t0153_s006,Q-W; CH,PER; BQ; AEX; REB,2,4
1001_t0153_s007,S; DIS,IP; REB,2,2
1001_t0153_s008,S,IP,1,1
1001_t0154_s001,S; GR,,2,0
1001_t0154_s002,S,,1,0
1001_t0154_s003,S; TG,,2,0
1001_t0154_s004,TG,,1,0
1001_t0154_s005,TG,,1,0
1001_t0155_s001,S,,1,0
1001_t0155_s003,YNQ; OQ; SEEP,,3,0
1001_t0156_s001,S; INT,AF; AE,2,2
1001_t0156_s002,S,,1,0
1001_t0156_s003,S; S-Inform,IP; ATTR,2,2
1001_t0156_s004,S,IP,1,1
1001_t0156_s005,S,IT,1,1
1001_t0156_s006,S,IP,1,1
1001_t0156_s007,S,,1,0
1001_t0156_s008,S; IAFA; IAFA-OF,,3,0
1001_t0156_s009,S; IAFA,UF; IP,2,2
1001_t0156_s010,S-Inform,SE,1,1
1001_t0157_s001,TG,,1,0
1001_t0157_s002,TG,,1,0
1001_t0158_s001,S,IP,1,1
1001_t0158_s002,S; S-Inform,IP,2,1
1001_t0158_s003,S,IT; IP,1,2
1001_t0158_s004,S,PB; IP; ATTR,1,3
1001_t0158_s005,S; INT,,2,0
1001_t0158_s006,S,IP,1,1
1001_t0158_s007,S,IP,1,1
1001_t0158_s008,S,IP,1,1
1001_t0158_s009,S; DIS,IP,2,1
1001_t0158_s010,S; IAFA,AF; CB,2,2
1001_t0158_s011,IAFA,UF,1,1
1001_t0159_s001,ACK,,1,0
1001_t0159_s002,S,,1,0
1001_t0159_s003,IAFA; MS,,2,0
1001_t0159_s004,S-Inform,,1,0
1001_t0159_s005,S; TG,,2,0
1001_t0159_s006,S,,1,0
1001_t0159_s007,S,,1,0
1001_t0159_s008,S,,1,0
1001_t0160_s001,S; IAFA; HS,,3,0
1001_t0160_s002,S,,1,0
1001_t0160_s003,S,,1,0
1001_t0160_s004,S; IAFA-OF,IP,2,1
1001_t0160_s005,S,UF; IP,1,2
1001_t0160_s006,S,IT,1,1
1001_t0160_s007,S,AF; IP,1,2
1001_t0160_s008,S,,1,0
1001_t0160_s009,S,,1,0
1001_t0160_s010,S,IP,1,1
1001_t0160_s011,S,IT; IP,1,2
1001_t0160_s012,S,IT,1,1
1001_t0160_s013,S,IP,1,1
1001_t0160_s014,S,IP,1,1
1001_t0160_s015,S,,1,0
1001_t0160_s016,S,,1,0
1001_t0160_s017,S; IAFA,IP,2,1
1001_t0160_s018,S,,1,0
1001_t0160_s019,Q-RHET; S,,2,0
1001_t0160_s020,Q-RHET,,1,0
1001_t0160_s021,Q-RHET,,1,0
1001_t0160_s022,S,AP; IT,1,2
1001_t0160_s023,THK,,1,0
1001_t0161_s001,S,AE,1,1
1001_t0161_s002,S,,1,0
1001_t0161_s003,S,AP; IP,1,2
1001_t0161_s004,S; HS,AE; AP,2,2
1001_t0161_s005,S; HS,AE; AP; APAT,2,3
1001_t0161_s006,S,AP; IP,1,2
1001_t0161_s007,S,AE; IP,1,2
1001_t0161_s008,S,AE,1,1
1001_t0161_s009,S,AE,1,1
1001_t0161_s010,S,,1,0
1001_t0161_s011,S,,1,0
1001_t0161_s012,S,AP; APAT,1,2
1001_t0161_s013,S,AP; UF,1,2
1001_t0161_s014,S,UF,1,1
1001_t0161_s015,S,AP,1,1
1001_t0161_s016,S,UF,1,1
1001_t0161_s017,S,AP; UF,1,2
1001_t0161_s018,S,UF,1,1
1001_t0161_s019,S,AP,1,1
1001_t0161_s020,S,AP; UF,1,2
1001_t0161_s021,THK,,1,0
1003_t0001_s001,GR,,1,0
1003_t0001_s002,S-Inform,,1,0
1003_t0001_s003,S-Inform,,1,0
1003_t0001_s004,S-Inform,,1,0
1003_t0002_s001,S; S-Inform,,2,0
1003_t0002_s002,S,,1,0
1003_t0002_s003,S,,1,0
1003_t0002_s004,S,,1,0
1003_t0002_s005,S,,1,0
1003_t0002_s006,YNQ,AE; BQ,1,2
1003_t0003_s001,REJ; ANS,,2,0
1003_t0003_s002,S; IAFA,IP; SE,2,2
1003_t0003_s003,S,IP,1,1
1003_t0003_s004,S; IAFA,IT,2,1
1003_t0003_s005,S-Inform; EXPL,IT; SE,2,2
1003_t0003_s006,S,UF,1,1
1003_t0003_s007,S,AF; UF,1,2
1003_t0003_s008,S,IP; ATTR,1,2
1003_t0003_s009,S,UF,1,1
1003_t0003_s010,S,IP,1,1
1003_t0003_s011,S,UF,1,1
1003_t0003_s012,S,IT; IP,1,2
1003_t0003_s013,S,IT,1,1
1003_t0003_s014,S; S-Inform,IT,2,1
1003_t0003_s015,S,AF; UF,1,2
1003_t0003_s016,S,AF; AE; UF,1,3
1003_t0004_s001,TG,,1,0
1003_t0004_s002,TG,,1,0
1003_t0005_s001,S,IP,1,1
1003_t0005_s002,S; DIS,IP; REB,2,2
1003_t0005_s003,S,IP,1,1
1003_t0005_s004,S,IP,1,1
1003_t0005_s005,S,IP,1,1
1003_t0006_s001,TG,,1,0
1003_t0006_s002,S; HS,,2,0
1003_t0006_s003,S-Inform; HS,,2,0
1003_t0007_s001,TG,,1,0
1003_t0008_s001,S-Inform,,1,0
1003_t0008_s002,Q-W; OQ,,2,0
1003_t0009_s001,S,IP,1,1
1003_t0009_s002,S,IT,1,1
1003_t0009_s003,S,IP; CB,1,2
1003_t0009_s004,S,IP,1,1
1003_t0010_s001,S; HS,,2,0
1003_t0010_s002,S-Inform; HS,,2,0
1003_t0010_s003,S-Inform; HS,,2,0
1003_t0010_s004,S-Inform; HS,IT,2,1
1003_t0010_s005,S,AE,1,1
1003_t0010_s006,S,AF; UF,1,2
1003_t0010_s007,S; HS,IT; REB; SE,2,3
1003_t0010_s008,S,ATTR; REB; CB,1,3
1003_t0010_s009,S,IP,1,1
1003_t0010_s010,S,,1,0
1003_t0010_s011,S,AP,1,1
1003_t0010_s012,S,,1,0
1003_t0010_s013,S,,1,0
1003_t0010_s014,S,IT,1,1
1003_t0010_s015,S,IP,1,1
1003_t0010_s016,S,AP; IT,1,2
1003_t0010_s017,S,IT,1,1
1003_t0010_s018,S,IT,1,1
1003_t0010_s019,S,,1,0
1003_t0011_s001,S,,1,0
1003_t0011_s002,TG,,1,0
1003_t0012_s001,S,,1,0
1003_t0012_s002,S; EXPL,,2,0
1003_t0012_s003,EXPL,,1,0
1003_t0012_s004,S,,1,0
1003_t0012_s005,S,REB,1,1
1003_t0012_s006,S-Inform; HS,AF,2,1
1003_t0012_s007,S; EXPL,IT; IP,2,2
1003_t0012_s008,S,,1,0
1003_t0013_s001,S,,1,0
1003_t0013_s002,S; CH; HS,PER; ATTR; REB,3,3
1003_t0013_s003,S,REB,1,1
1003_t0014_s001,TG,,1,0
1003_t0015_s001,THK,,1,0
1003_t0015_s002,S,,1,0
1003_t0015_s003,S,,1,0
1003_t0015_s004,S-Inform; CH,REB; SE,2,2
1003_t0015_s005,S,AE,1,1
1003_t0015_s006,YNQ; Q-RHET; CH,BQ; REB,3,2
1003_t0016_s001,S; ANS,IP,2,1
1003_t0016_s002,S-Inform,IT; SE,1,2
1003_t0016_s003,S,IP,1,1
1003_t0016_s004,S,IP,1,1
1003_t0016_s005,S-Inform,IT; SE,1,2
1003_t0016_s006,S,CB,1,1
1003_t0016_s007,S,IP,1,1
1003_t0016_s008,S,IT,1,1
1003_t0016_s009,S,,1,0
1003_t0016_s010,S; EXPL,IP,2,1
1003_t0016_s011,S,,1,0
1003_t0016_s012,S,CB,1,1
1003_t0016_s013,S,,1,0
1003_t0016_s014,S,,1,0
1003_t0016_s015,S-Inform,ATTR; SE,1,2
1003_t0016_s016,S,IP,1,1
1003_t0016_s017,S,IT,1,1
1003_t0016_s018,S; DIS,IP; REB,2,2
1003_t0017_s001,GR,,1,0
1003_t0017_s002,TG,,1,0
1003_t0018_s001,S,,1,0
1003_t0018_s002,S-Inform; CH,ATTR; REB,2,2
1003_t0018_s003,S; CH,PER; REB,2,2
1003_t0018_s004,S,IP; REB,1,2
1003_t0018_s005,S-Inform; CH,ATTR; REB,2,2
1003_t0018_s006,S; CH,PER; ATTR; REB,2,3
1003_t0018_s007,S-Inform; CH,ATTR; REB; SE,2,3
1003_t0018_s008,S-Inform; CH,ATTR; REB,2,2
1003_t0018_s009,S-Inform,AF; AE; IP; ATTR,1,4
1003_t0018_s010,S; REJ,IP; CB,2,2
1003_t0019_s001,TG,,1,0
1003_t0020_s001,S,,1,0
1003_t0021_s001,TG,,1,0
1003_t0022_s001,S-Inform; TT; MS,,3,0
1003_t0022_s002,YNQ,,1,0
1003_t0023_s001,S; ANS,IP,2,1
1003_t0023_s002,S,,1,0
1003_t0023_s003,S; S-Inform,IP,2,1
1003_t0023_s004,S; EXPL,AE,2,1
1003_t0023_s005,S,,1,0
1003_t0023_s006,S; CH,ATTR; REB,2,2
1003_t0023_s007,S; DIS; CH,REB,3,1
1003_t0023_s008,S; IAFA,IP,2,1
1003_t0023_s009,S; S-Inform,AF; IP,2,2
1003_t0023_s010,S; S-Inform,UF; IP,2,2
1003_t0023_s011,S,UF,1,1
1003_t0023_s012,S; S-Inform; HS,,3,0
1003_t0023_s013,S,AF,1,1
1003_t0023_s014,S,AP; IP,1,2
1003_t0024_s001,TG,,1,0
1003_t0024_s002,TG,,1,0
1003_t0025_s001,S; S-Inform,ATTR; REB,2,2
1003_t0025_s002,S; CH,ATTR; REB,2,2
1003_t0025_s003,S; IAFA-OF,IP; REB,2,2
1003_t0025_s004,S,IP,1,1
1003_t0025_s005,S; S-Inform; CH,ATTR; REB,3,2
1003_t0025_s006,S,IT; IP,1,2
1003_t0025_s007,S; CH,PER; REB,2,2
1003_t0025_s008,S,IT; IP,1,2
1003_t0025_s009,S,PER; ATTR; CB,1,3
1003_t0025_s010,S; DIS,IP; REB,2,2
1003_t0026_s001,S; IAFA,,2,0
1003_t0026_s002,S,,1,0
1003_t0026_s003,S,,1,0
1003_t0026_s004,TG,,1,0
1003_t0027_s001,GR,,1,0
1003_t0027_s002,GR,,1,0
1003_t0027_s003,S,CB,1,1
1003_t0028_s001,TT,,1,0
1003_t0029_s001,TG,,1,0
1003_t0030_s001,S; IAFA,IP,2,1
1003_t0031_s001,S,CB,1,1
1003_t0031_s002,S; HS,,2,0
1003_t0031_s003,YNQ; OQ,,2,0
1003_t0032_s001,DIS; CORR; CH; TT,REB,4,1
1003_t0032_s002,S-Inform,IT,1,1
1003_t0032_s003,S,IT,1,1
1003_t0032_s004,S-Inform,IT,1,1
1003_t0032_s005,S,IT; IP,1,2
1003_t0032_s006,S,IP,1,1
1003_t0032_s007,S,IP,1,1
1003_t0032_s008,S,IP,1,1
1003_t0032_s009,S,IP,1,1
1003_t0032_s010,S,IP,1,1
1003_t0032_s011,S; CH,ATTR; REB,2,2
1003_t0032_s012,S; CH,PER; ATTR; REB,2,3
1003_t0032_s013,S-Inform; CH,ATTR; REB,2,2
1003_t0032_s014,S; CH,IP; REB,2,2
1003_t0032_s015,S,IP; REB,1,2
1003_t0032_s016,S; INT,IP,2,1
1003_t0032_s017,S,UF; IP,1,2
1003_t0032_s018,S,AP; UF; IP,1,3
1003_t0033_s001,S,,1,0
1003_t0034_s001,S,IP; REB,1,2
1003_t0034_s002,S,AP; PB; IP,1,3
1003_t0034_s004,S,IT; IP,1,2
1003_t0034_s005,S,REB; CB,1,2
1003_t0034_s006,S,AP; APAT; CB,1,3
1003_t0034_s007,S,AE,1,1
1003_t0034_s008,S; IAFA-OF,AP; IT; IP,2,3
1003_t0035_s001,IAFA,,1,0
1003_t0036_s001,TG,,1,0
1003_t0037_s001,TT; MS,,2,0
1003_t0037_s002,S,,1,0
1003_t0037_s003,S; CH,REB,2,1
1003_t0037_s004,S-Inform; CH; HS,REB; SE,3,2
1003_t0037_s005,YNQ,BQ,1,1
1003_t0038_s001,Q-W; R-REQ,,2,0
1003_t0039_s001,S; ANS,,2,0
1003_t0040_s001,S; IAFA-OF,IP,2,1
1003_t0040_s002,S,IP,1,1
1003_t0040_s003,S; EXPL,ATTR; REB,2,2
1003_t0040_s004,S; HS,PB,2,1
1003_t0040_s005,S,ATTR,1,1
1003_t0040_s006,S,DF,1,1
1003_t0040_s007,S; HS,PB; PER; ATTR,2,3
1003_t0040_s008,S,PER; REB,1,2
1003_t0040_s009,S; REJ,DF,2,1
1003_t0040_s010,S; MS,PB; PER; REB,2,3
1003_t0040_s011,S; CH,ATTR; REB,2,2
1003_t0040_s012,S; INT,IP,2,1
1003_t0040_s013,S,PB,1,1
1003_t0040_s014,S,,1,0
1003_t0040_s015,S; DIS,PB; IP; REB,2,3
1003_t0041_s001,S,,1,0
1003_t0042_s001,S,REB,1,1
1003_t0042_s002,S,REB,1,1
1003_t0042_s003,S-Inform; HS,PB; SE,2,2
1003_t0042_s004,S,PB,1,1
1003_t0042_s005,S; HS,,2,0
1003_t0042_s006,S,,1,0
1003_t0042_s007,S,AP,1,1
1003_t0042_s008,S,,1,0
1003_t0042_s009,S; CH,PER; ATTR; REB,2,3
1003_t0042_s010,S; DIS,IP; REB,2,2
1003_t0042_s011,S,AP; IP,1,2
1003_t0042_s012,S,AP; UF,1,2
1003_t0042_s013,S,IP,1,1
1003_t0042_s014,S,IT; IP,1,2
1003_t0042_s015,S; IAFA,UF; IP,2,2
1003_t0042_s016,S,,1,0
1003_t0042_s017,S; MS,UF,2,1
1003_t0043_s001,TG,,1,0
1003_t0044_s001,GR,,1,0
1003_t0044_s002,GR,,1,0
1003_t0044_s003,GR,,1,0
1003_t0044_s004,S; TT; MS,CB; SE,3,2
1003_t0044_s005,TT; MS,,2,0
1003_t0044_s006,S-Inform,SE,1,1
1003_t0044_s007,S,,1,0
1003_t0044_s008,S,,1,0
1003_t0044_s009,YNQ; OQ,,2,0
1003_t0045_s001,S,CB; IA,1,2
1003_t0045_s002,YNQ; S,,2,0
1003_t0045_s003,S-Inform; ANS,SE,2,1
1003_t0045_s004,S,IP,1,1
1003_t0045_s005,S,,1,0
1003_t0045_s006,S,,1,0
1003_t0045_s007,S,IT; IP,1,2
1003_t0045_s008,S,DF,1,1
1003_t0045_s009,S; IAFA,,2,0
1003_t0045_s010,S,IP,1,1
1003_t0045_s011,S-Inform,,1,0
1003_t0045_s012,S,,1,0
1003_t0045_s013,S,,1,0
1003_t0045_s014,S; INT,,2,0
1003_t0045_s015,S; IAFA,BQ; REB; SE,2,3
1003_t0045_s016,S,,1,0
1003_t0045_s017,S,,1,0
1003_t0045_s018,S,,1,0
1003_t0045_s019,S; S-Inform,IT; SE,2,2
1003_t0045_s020,S; IAFA-OF; INT,,3,0
1003_t0046_s001,TG,,1,0
1003_t0047_s001,S; REJ; CH,PER; ATTR; REB,3,3
1003_t0047_s002,S; CH,IP; REB,2,2
1003_t0047_s003,S,REB; CB,1,2
1003_t0047_s004,S,,1,0
1003_t0047_s005,S; REJ,REB,2,1
1003_t0047_s006,S; REJ,ATTR; REB,2,2
1003_t0047_s007,S; S-Inform,IP; CB,2,2
1003_t0047_s008,S; S-Inform,IP,2,1
1003_t0047_s009,S,,1,0
