sentence_id,sentence_text
1010_t0088_s014,No insult ever cleaned up a toxic waste dump or helped an elderly person.
1011_t0086_s007,There is a problem.
1021_t0070_s010,I have fought time after time against these pork barrel — these bills that come to the floor and they have all kinds of goodies and all kinds of things in them for everybody and they buy off the votes.
1027_t0226_s001,Just—would you like to hear…
1033_t0051_s004,"You need to be able to, for example, if you’re gonna open a business, have social distancing within the business."
1008_t0065_s020,"It’s just like you said in Texas one day, you know raised taxes too much, and you did, and you cut defense too much, Mr."
1025_t0258_s001,Barry?
1031_t0634_s001,"You know what, Antifa is a dangerous radical group."
1006_t0097_s009,"So we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody."
1025_t0188_s010,That’s not what we do.
1008_t0050_s008,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.
1011_t0107_s005,It’s a fundamental difference of opinion.
1015_t0004_s002,"But before I answer further, let me thank you for moderating."
1025_t0111_s002,And I appreciate that question.
1023_t0167_s001,"Which is — which is my experience as a governor is if I come in and — and lay down a piece of legislation and say, “It’s my way or the highway,” I don’t get a lot done."
1015_t0140_s024,I ask for your vote.
1025_t0245_s043,The reason incomes are down is because unemployment is so high.
1007_t0160_s010,"And I believe if we have a good balanced approach, we can get the good banks loaning money again, end the credit crunch, have proper regulation on the ones that are in trouble, and not overreact."
1015_t0123_s005,It’s a big mistake to do that.
1031_t0569_s001,"No, no."
1006_t0013_s015,I’ve proposed another one.
1022_t0032_s002,Another one would be a number of subsidies for ethanol.
1019_t0135_s001,So let me get this right.
1006_t0164_s016,So we’ve got to innovate through school choice.
1027_t0071_s005,"And by the way, my tax cut is the biggest since Ronald Reagan."
1007_t0148_s001,"No, I don’t."
1008_t0054_s018,"If we’re going to protect American children and American families and people who live as prisoners in their own home, we’ve got to stop guns from being dumped on the street."
1030_t0113_s001,"… and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients."
1031_t0074_s001,I’ll give you an example.
1031_t0828_s003,.
1026_t0194_s018,"Look, I love to — I love teachers, and I’m happy to have states and communities that want to hire teachers do that."
1003_t0085_s007,"But I also see a tremendous opportunity now to negotiate with the Soviet Union to build on the progress that we’ve made with the INF Treaty, which I strongly supported and most Democrats did to get those reductions in strategic weapons, to get a test ban treaty, and to really make progress on the reduction of conventional forces in Europe."
1029_t0188_s007,Not good.
1019_t0047_s004,"But here’s the problem: If we are giving them to oil companies, then that means that there are those who are not going to be getting them."
1007_t0205_s008,"Now, you got to stop letting these people tell you who to vote for, you got to stop letting these folks in the press tell you you’re throwing your vote away — you got to start using your own head."
1003_t0160_s013,But I’m somebody who believes very strongly in taking care of the fundamentals first before you start new stuff.
1018_t0039_s015,I will not.
1001_t0050_s021,I’m not questioning his patriotism.
1015_t0010_s003,"But we also have to be smart, Jim."
1007_t0201_s010,I just believe it’s time to change.
1014_t0032_s002,I wish I knew the law because I would darn sure sign it.
1026_t0065_s006,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that’s what my plan does."
1022_t0141_s009,"And then, on the floor of the State Senate, as he did 130 times as a state senator, he voted present."
1006_t0119_s003,If the question — maybe I — get it wrong.
1006_t0090_s008,"And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long."
1030_t0265_s007,Mosul is on the border of Syria.
1026_t0185_s004,"You were very clear that you would not provide, government assistance to the U."
1015_t0052_s014,"And meanwhile, North Korea has got nuclear weapons."
1031_t0696_s001,"No, but you would take a lot of cars off the market because people would be able to afford a car."
1022_t0019_s004,Where are companies going to go where they can create jobs and where they can do best in business?
1018_t0067_s016,That has the benefit of making sure our employers aren’t breaking the law as they try to fill their workforce needs.
1007_t0039_s001,"Well, no, but the point is that’s a subjective thing."
1011_t0156_s007,"And that’s one of the reasons I’ve said before, and I’ll pledge here tonight, if I’m president, the very first bill that Joe Lieberman and I will send to the United States Congress is the McCain-Feingold campaign finance reform bill."
1030_t0309_s023,So we have to use our great people.
1031_t0784_s028,It won’t happen.
1021_t0123_s007,We have to do a lot of things.
1018_t0061_s010,I have a record of fighting for fiscal responsibility.
1023_t0073_s004,That is not a recipe for growth.
1013_t0167_s001,A brown field is an abandoned industrial site that just sits idle in some of our urban centers.
1021_t0080_s006,All I’m going to do is help you to lower the premiums on it.
1033_t0195_s004,They’re not going to be able to make it back.
1025_t0125_s009,"Making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the future."
1018_t0028_s004,I’ve acknowledged that in union halls across the country.
1008_t0030_s004,"This is a Main Street tax cut, 15 percent across — let’s take a family making $30,000 a year, that’s $1261."
1031_t0373_s002,Number two-
1007_t0205_s026,"Finally, to you students up there — God bless you, I’m doing this for you: I want you to have the American dream."
1010_t0075_s003,That’s the problem with it.
1014_t0019_s007,It’s kind of like a political issue as opposed to a people issue.
1031_t0812_s006,"What we’re saying is, they’re saying is that it has to be a postmark by the time, by election day."
1025_t0260_s013,I — I served as a missionary for my church.
1007_t0035_s001,I don’t think that’s true at all.
1004_t0140_s006,"I’d like to thank the hundreds of executives who came to Chicago, a third of them Republicans, who said they wanted to change."
1017_t0098_s004,He voted 98 times to raise taxes.
1023_t0139_s006,You had credit agencies that were stamping these as A1 great investments when they weren’t.
1033_t0193_s001,"If I get elected, I’m not gonna — I’m running as a proud Democrat, but I’m gonna be an American president."
1003_t0069_s010,And so you saw ten grandchildren there jumping all over their grandfather at the convention.
