sentence_id,reasoning,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1025_t0132_s015,Hypothetical quoted rhetorical question posed to make a point.,YNQ; Q-RHET,CB,2,1
1031_t0191_s002,Clarifies/corrects the meaning of a prior statement.,CORR,,1,0
1004_t0138_s019,"Cynical statement about politicians deceiving voters, negative outgroup framing.",S,PB; CB,1,2
1018_t0081_s002,Empty punctuation fragment with no content.,,,0,0
1027_t0166_s004,Praises a group and frames them positively regarding the Second Amendment.,S,APAT,1,1
1017_t0092_s007,"A declarative prediction about the opponent raising taxes, framed as certain to attack him. It attributes a negative future action to the opponent.",S,ATTR; REB,1,2
1018_t0063_s003,Speaker references a past media appearance to dismiss opponent's claim as repetitive; historical self-reference and rebuttal.,S; HS,REB,2,1
1013_t0070_s019,Plain declarative adding a clarifying fact about a topic.,S,,1,0
1015_t0029_s002,Cites a specific factual figure from news reports; informative statement with numbers.,S-Inform; HS,SE,2,1
1022_t0026_s001,Expression of thanks to the moderator.,THK,,1,0
1025_t0104_s006,A personal anecdote offered as an example; declarative statement.,S,,1,0
1010_t0080_s003,Plain factual assertion about coverage scope.,S,,1,0
1031_t0551_s002,Empty/punctuation-only fragment; no discourse act.,,,0,0
1029_t0142_s005,Speaker explains a point being made about the difficulty of working with Congress; explanatory statement.,S; EXPL,IP,2,1
1027_t0263_s010,Declarative asserting other problems with Iran exist; factual statement.,S,,1,0
1006_t0011_s007,"A fragment 'Mr.' likely an address term or interrupted turn; conversationally an incomplete statement, possibly turn-taking.",S,,1,0
1013_t0033_s010,An incomplete declarative discussing when it's appropriate for the U.S.; a plain statement fragment.,S,,1,0
1031_t0541_s001,Declarative asserting a value framing about law and order with justice; a statement expressing stance.,S,IP,1,1
1030_t0328_s001,"A well-known personal jab ('such a nasty woman') attacking a person, with gendered belittling.",S; CH,PER; GD,2,2
1031_t0842_s001,"Declarative asserting others are not equipped; a plain statement, mildly dismissive.",S,,1,0
1023_t0089_s005,Declarative offering a policy prescription with reasoning ('the way for us to deal...is to').,S; EXPL,IP,2,1
1030_t0059_s002,Factual statement noting this used to be bipartisan; plain informative claim.,S,,1,0
1010_t0062_s008,"Sarcastic 'congratulations' about a tax cut, addressed to the audience/opponent with a jab.",S,AEX,1,1
1017_t0006_s018,"Declarative asserting one must be consistent as president; a stance statement, implicitly criticizing.",S,IP,1,1
1019_t0004_s007,"Explicit thanks to the host university; a thanking act, neutral.",THK,,1,0
1023_t0206_s013,A declarative asserting one must look beyond words to actions as evidence; frames an opponent's record with a reasoning claim.,S,CB,1,1
1027_t0133_s024,A boastful declarative claiming personal success/possession of a great company.,S,IT,1,1
1023_t0102_s002,"Statement with a specific dollar figure attributing an action to the president, negatively framing his policy.",S-Inform; CH,ATTR; REB,2,2
1029_t0232_s003,Statement listing groups the opponent attacked and never apologized for; a rebuttal-style attack on the opponent's character.,S; CH,PER; ATTR; REB,2,3
1033_t0353_s002,Declarative expressing unity toward all voters regardless of vote.,S,UF,1,1
1004_t0127_s005,Fragmentary statement expressing personal stance against touching Social Security.,S,IP,1,1
1013_t0112_s008,Plain declarative prediction about outcomes in Texas.,S,,1,0
1030_t0335_s020,Repeated slogans framing pride in making America great/strong again as a collective effort.,S,AP; UF,1,2
1030_t0065_s004,Personal-opinion statement predicting a benefit.,S,IP,1,1
1033_t0099_s016,Declarative warning that failing to comply brings a price; uses threat/consequence framing.,S,AF; CB,1,2
1029_t0117_s008,A plain declarative assertion about a permanent change.,S,,1,0
1027_t0133_s007,Speaker asserts a claim while invoking 'this country' as agreement; 'disgraceful' is loaded and appeals to shared judgment.,S,CB,1,1
1033_t0116_s007,"Statement claiming a policy outcome, effectively taking credit for the steel industry.",S,IT,1,1
1008_t0088_s004,Declarative asserting personal stance and past support.,S,IP,1,1
1011_t0139_s019,Personal opinion statement plus a turn-holding bid ('I'll tell you this').,S; TT,IP,2,1
1031_t0766_s001,"Speaker comments on the question but belittles opponent's speech as 'rantings,' a personal jab.",S,PER,1,1
1017_t0029_s021,"Flat contradiction of a claim, rejecting/challenging the opponent's account.",REJ; CH,REB,2,1
1031_t0622_s002,Turn-holding assertion attacking the left/Antifa as the source of problems.,S; TT,PB; ATTR,2,2
1019_t0066_s001,"Declarative critiquing a policy via metaphor, effectively a rebuttal of the spending-freeze proposal.",S; CH,REB; CB,2,2
1021_t0073_s008,Turn-holding statement introducing what the speaker would do.,S; TT,IP,2,1
1026_t0076_s004,"Statement claiming personal credit for achievements as governor, citing a ranking.",S; S-Inform; HS,IT,3,1
1015_t0023_s001,"An answer affirming resolve, personal stance.",S; ANS,IP,2,1
1013_t0095_s006,Plain factual statement about a jury verdict.,S; S-Inform,,2,0
1022_t0157_s018,Opinion statement expressing personal stance about a program.,S,IP,1,1
1026_t0046_s014,Statement describing careful approach and asserting what leadership should be; hortatory 'we have to' is a statement not command.,S,IP,1,1
1006_t0033_s004,Statement of personal stance disclaiming interest in opponent's character.,S,IP,1,1
1033_t0128_s011,Explanation clause referencing opponent's future inaction; a rebuttal-like claim.,S; EXPL,REB,2,1
1015_t0079_s019,Brief declarative asserting a threat.,S,,1,0
1013_t0002_s011,"Statement about not naming names, seemingly cut off mid-sentence.",S,,1,0
1011_t0113_s015,Statement citing a statistic about public school enrollment.,S; S-Inform,,2,0
1015_t0006_s009,Declarative citing a specific figure about voter registration in Afghanistan; neutral factual claim.,S-Inform,,1,0
1021_t0046_s010,"Speaker addresses opponent and announces bad news, setting up an adversarial jab.",S; MS,AEX,2,1
1031_t0498_s001,"Directly attributes the 'super-predators' label to the opponent's record, an accusatory statement referencing a year.",S-Inform; CH; HS,ATTR; REB,3,2
1008_t0081_s018,Declarative asserting the U.S. acted alone; a critical framing of policy.,S,CB,1,1
1007_t0057_s015,"Statement expressing a policy positive, mild appeal to national benefit.",S,,1,0
1031_t0295_s001,Bid to take the floor to respond to the opponent.,TT,REB,1,1
1029_t0142_s006,Historical reference to Lincoln used as supporting argument.,S; HS,SE,2,1
1033_t0083_s002,"Bare imperative demanding evidence, a command directed at opponent.",IAFA,REB,1,1
1033_t0012_s001,Opens with 'no' rejecting prior claim and asserts personal stance about timeline accuracy.,S; REJ,IP; REB,2,2
1003_t0157_s002,"Explanatory statement giving reasoning ('the reason is because'), with a loaded characterization of the freeze as 'discredited'.",S; EXPL,CB,2,1
1014_t0131_s010,Declarative statement attacking the opponent as outdated; a personal jab framed as rebuttal.,S; CH,PER; REB,2,2
1022_t0169_s012,Sentence fragment describing policy goals to lift wages and grow the middle class; plain statement.,S,,1,0
1027_t0252_s001,"An acknowledgment/comment likely reacting to a question, no bias.",S; ACK,,2,0
1026_t0146_s004,Directs listener to examine the record then poses a question about Iran; an imperative plus rhetorical challenge to the opponent's record.,YNQ; IAFA; CH,REB; CB,3,2
1021_t0073_s003,Anecdotal statement emphasizing people without insurance; personal-experience framing as evidence.,S,AE,1,1
1021_t0046_s003,Statement attributing a tax-raising intent to the opponent as criticism.,S; CH,ATTR; REB,2,2
1023_t0141_s006,Statement criticizing a policy as not thought through; a rebuttal/critique.,S; CH,REB,2,1
1033_t0020_s019,"Fragment citing a statistic about young people recovering; informative claim, possibly cherry-picked.",S-Inform,SE,1,1
1018_t0022_s002,"Statement noting opponent's long tenure as senator, likely a critical framing.",S,REB,1,1
1004_t0095_s014,Statement invoking family values and personal narrative; appeal to emotion and self-reference.,S,AE; IP,1,2
1027_t0152_s005,"A declarative assertion, likely rebutting a prior claim about an outcome.",S,,1,0
1033_t0217_s001,"A Wh-question directed at Joe (opponent), loaded with the accusatory 'cages' framing and blame attribution.",Q-W,BQ; ATTR; AEX,1,3
1003_t0040_s008,"A statement distancing self from a prior derogatory comparison, referencing the opponent's insult.",S,REB,1,1
1015_t0034_s017,"A declarative factual assertion about failing to guard borders, implicitly critical.",S,REB,1,1
1019_t0002_s016,A statement attributing blame to Bush and McCain for failed economic policies; a rebuttal with blame attribution and loaded framing.,S; CH,PB; ATTR; REB; CB,2,4
1017_t0090_s005,A plain declarative promise about future action.,S,IP,1,1
1015_t0138_s018,"A statement of personal belief framing future in terms of freedom vs fear, patriotic and emotional.",S,AF; APAT; IP,1,3
1001_t0103_s004,Opens with 'Yes' and states a personal view — an answer with injected stance.,S; ANS,IP,2,1
1029_t0027_s009,"An explanation ('because') referencing a pattern seen throughout campaign, generalizing.",EXPL,CB,1,1
1001_t0095_s009,A declarative refusal to do something; 'simply' adds emphasis.,S; REJ,IP,2,1
1006_t0045_s009,A fragment asserting a value/stance about opposing aggression; declarative fragment.,S,,1,0
1033_t0032_s005,"A factual-style claim about a person's behavior, likely mocking/attacking an opponent's stance.",S,ATTR,1,1
1026_t0201_s005,Personal expression of optimism about the nation; a stance statement with pride framing.,S,AP; IP,1,2
1004_t0140_s003,Explicit expression of thanks to viewers.,THK,,1,0
1011_t0163_s009,A fragment invoking cooperation; unity framing.,S,UF,1,1
1033_t0338_s001,A factual correction/assertion rebutting the opponent's claim about subsidies.,S; CH,REB,2,1
1025_t0146_s030,Flat denial of the accuracy of a claim.,REJ; CH,REB,2,1
1013_t0197_s009,Recalls a past answer and praises it; references a specific event/statement.,S; HS,,2,0
1029_t0052_s009,Statement giving personal background/credentials referencing past role.,S; HS,IT,2,1
1031_t0552_s002,Empty/punctuation-only fragment with no discourse content.,,,0,0
1008_t0061_s017,"Speaker asserts a past agreement and attributes a prior policy to the opponent, referencing 1992.",S; HS,REB,2,1
1006_t0013_s016,A declarative observation about what some people think; mildly dismissive.,S,,1,0
1004_t0138_s027,Emotional statement about connecting with supporters at rallies.,S,AE,1,1
1008_t0104_s013,Short assertive statement affirming a hypothetical outcome.,S,,1,0
1015_t0070_s015,Statement of policy goal framed as personal stance about troop withdrawal.,S,IP,1,1
1019_t0133_s009,Statement characterizing North Korea in strongly negative loaded terms.,S,CBias,1,1
1033_t0286_s009,Declarative asserting what ought to happen; not imperative.,S,IP,1,1
1023_t0151_s008,Factual statement describing a bipartisan plan.,S,,1,0
1013_t0230_s012,Personal expression of concern about military morale.,S,AF; IP,1,2
1022_t0130_s006,Imperative telling the audience not to rely on his word alone.,IAFA,,1,0
1027_t0242_s014,Statement claiming credit for a diplomatic achievement with specific factual framing.,S; S-Inform; IAFA; IAFA-OF; THK,,5,0
1014_t0150_s001,,,,0,0
1004_t0142_s030,Statement expressing a personal hope and framing around trust and character.,S; IAFA,AE; IP; SE,2,3
1029_t0021_s002,"Direct answer to a question, denying something (No, I have not).",REJ; ANS,,2,0
1017_t0081_s001,Acknowledgment plus thanks.,ACK; THK,,2,0
1023_t0198_s004,Brief statement asserting future action.,S,,1,0
1019_t0164_s001,"Bids to speak and corrects/challenges the record, referencing opponent's claim.",CORR; CH; TT,REB,3,1
1022_t0125_s015,Statement with specific figure (20 million) warning of loss of insurance; the framing of a threatening consequence.,S; S-Inform,AF; REB,2,2
1013_t0081_s017,Declarative statement about maintaining prosperity and leadership; hortatory but framed as fact.,S,AP,1,1
1010_t0014_s001,Brief affirmative statement agreeing to do something.,S; AGR,,2,0
1025_t0007_s009,"Speaker asserts personal competence to fix the economy, claiming credit/capability.",S,IT,1,1
1010_t0088_s014,A statement criticizing insults while implicitly rebutting the opponent's rhetorical style.,S,REB,1,1
1011_t0086_s007,Plain declarative acknowledging a problem exists.,S,,1,0
1021_t0070_s010,"Speaker claims personal record of fighting pork barrel bills, taking credit and citing loaded 'pork barrel' framing.",S,IT,1,1
1027_t0226_s001,"Offers to let the listener hear something, a turn-related offer.",IAFA-OF; TT,,2,0
1033_t0051_s004,"Declarative expressing what is needed, giving informative content about business operations.",S,,1,0
